t,x,y,v,a
395,16.89,2.684,4.406000000000001,2.79
396,17.04,2.694,4.41,1.825
397,17.19,2.71,4.505,0.873
398,17.34,2.717,4.4910000000000005,1.758
399,17.48,2.734,4.378,3.406
400,17.63,2.74,4.298,2.6630000000000003
401,17.77,2.746,4.501,4.458
402,17.93,2.767,4.641,1.6280000000000001
403,18.08,2.777,4.4430000000000005,5.447
404,18.22,2.782,4.521,13.9
405,18.38,2.824,4.774,7.9670000000000005
406,18.53,2.869,4.628,7.555
407,18.67,2.904,5.119,7.914
408,18.86,2.964,4.966,16.28
409,19.0,2.966,4.313,16.04
410,19.15,2.969,4.38,4.966
411,19.29,2.977,4.56,3.017
412,19.45,2.988,4.611000000000001,1.694
413,19.6,2.997,4.422,4.187
414,19.74,3.001,4.388,1.7169999999999999
415,19.89,3.004,4.417,2.8739999999999997
416,20.04,3.007,4.474,3.068
417,20.19,3.021,4.513999999999999,0.5660000000000001
418,20.34,3.03,4.485,3.713
419,20.49,3.034,4.422,1.195
420,20.63,3.036,4.394,2.559
421,20.78,3.047,4.541,2.5789999999999997
422,20.93,3.054,4.579,1.4180000000000001
423,21.08,3.065,4.447,3.111
424,21.23,3.069,4.404,2.313
425,21.38,3.072,4.39,0.917
426,21.52,3.075,4.447,1.864
427,21.67,3.081,4.5,2.23
428,21.82,3.077,4.504,1.025
429,21.97,3.078,4.462,1.4369999999999998
430,22.12,3.079,4.4510000000000005,1.327
431,22.27,3.08,4.513999999999999,6.749
432,22.42,3.085,4.658,1.7309999999999999
433,22.58,3.108,4.581,4.0089999999999995
434,22.73,3.108,4.499,5.457000000000001
435,22.88,3.109,4.598,0.6
436,23.03,3.11,4.516,2.59
437,23.18,3.111,4.416,1.5730000000000002
438,23.33,3.111,4.407,0.635
439,23.48,3.112,4.446000000000001,2.048
440,23.62,3.115,4.296,1.122
441,23.76,3.115,4.425,2.888
442,23.92,3.116,4.598,0.848
443,24.07,3.114,4.36,3.5810000000000004
444,24.21,3.112,4.3389999999999995,4.135
445,24.36,3.117,4.497,3.634
446,24.51,3.127,4.4830000000000005,1.2109999999999999
447,24.66,3.136,4.521,2.727
448,24.81,3.139,4.506,1.929
449,24.96,3.141,4.396,1.393
450,25.1,3.144,4.434,2.7430000000000003
451,25.25,3.147,4.556,2.497
452,25.41,3.152,4.569,4.832
453,25.56,3.162,4.494,2.545
454,25.7,3.182,4.425,5.237
455,25.85,3.182,4.393,4.646
456,26.0,3.182,4.566,2.7769999999999997
457,26.15,3.186,4.624,1.6880000000000002
458,26.31,3.184,4.453,3.128
459,26.45,3.183,4.415,1.544
460,26.6,3.181,4.543,2.1959999999999997
461,26.75,3.183,4.5760000000000005,1.9980000000000002
462,26.91,3.182,4.412,3.262
463,27.05,3.179,4.341,2.1390000000000002
464,27.19,3.177,4.3180000000000005,1.601
465,27.34,3.178,4.352,4.481
466,27.48,3.179,4.624,2.613
467,27.64,3.182,4.587,2.095
468,27.79,3.182,4.402,2.536
469,27.94,3.183,4.449,4.851
470,28.09,3.187,4.551,4.493
471,28.24,3.203,4.565,1.308
472,28.39,3.215,4.478,4.56
473,28.54,3.216,4.455,0.737
474,28.69,3.22,4.444,1.288
475,28.84,3.228,4.511,1.724
476,28.99,3.225,4.5680000000000005,1.9469999999999998
477,29.14,3.232,4.407,3.7569999999999997
478,29.28,3.23,4.331,2.725
479,29.43,3.241,4.448,3.032
480,29.58,3.252,4.5280000000000005,4.236000000000001
481,29.73,3.251,4.543,3.139
482,29.88,3.253,4.404,2.602
483,30.02,3.253,4.337,2.6
484,30.17,3.254,4.2780000000000005,4.365
485,30.31,3.258,4.54,4.2589999999999995
486,30.47,3.258,4.703,0.997
487,30.62,3.257,4.488,3.883
488,30.77,3.26,4.468999999999999,4.985
489,30.92,3.258,4.665,4.213
490,31.08,3.274,4.648,2.667
491,31.23,3.284,4.396,7.0120000000000005
492,31.37,3.285,4.301,2.104
493,31.52,3.289,4.32,5.0089999999999995
494,31.66,3.304,4.346,4.973
495,31.8,3.319,4.288,6.542000000000001
496,31.95,3.342,4.513999999999999,2.595
497,32.1,3.378,4.481,9.769
498,32.24,3.38,4.359,7.808
499,32.39,3.382,4.28,0.9670000000000001
500,32.53,3.39,4.3180000000000005,4.235
501,32.68,3.386,4.588,4.585
502,32.83,3.403,4.587,2.093
503,32.98,3.411,4.42,5.185
504,33.13,3.412,4.359,1.41
505,33.27,3.416,4.354,1.163
506,33.42,3.42,4.317,1.875
507,33.56,3.425,4.335,2.638
508,33.71,3.421,4.477,2.742
509,33.86,3.425,4.541,3.0460000000000003
510,34.01,3.424,4.416,3.315
511,34.15,3.434,4.338,1.5119999999999998
512,34.3,3.44,4.439,2.384
513,34.45,3.447,4.511,3.7110000000000003
514,34.6,3.453,4.247,3.951
515,34.73,3.466,4.158,3.031
516,34.87,3.467,4.346,4.961
517,35.02,3.467,4.402,7.1160000000000005
518,35.17,3.47,4.612,3.28
519,35.33,3.493,4.555,3.0410000000000004
520,35.47,3.495,4.351,5.4639999999999995
521,35.62,3.5,4.428,2.2030000000000003
522,35.77,3.502,4.484,0.77
523,35.92,3.502,4.478,0.6659999999999999
524,36.06,3.509,4.512,1.261
525,36.22,3.508,4.4719999999999995,2.136
526,36.36,3.508,4.399,3.582
527,36.51,3.507,4.382,7.877999999999999
528,36.65,3.518,4.238,3.145
529,36.79,3.54,4.178999999999999,5.797999999999999
530,36.93,3.54,4.3069999999999995,6.621
531,37.08,3.54,4.412,3.486
532,37.23,3.542,4.533,2.745
533,37.38,3.543,4.606,1.117
534,37.53,3.541,4.54,0.732
535,37.68,3.54,4.613,0.924
536,37.84,3.542,4.6530000000000005,1.2670000000000001
537,37.99,3.54,4.4910000000000005,0.9890000000000001
538,38.14,3.539,4.57,1.642
539,38.3,3.54,4.654,0.902
540,38.45,3.539,4.5,3.366
541,38.6,3.541,4.408,1.252
542,38.74,3.54,4.504,2.946
543,38.9,3.545,4.624,1.025
544,39.05,3.544,4.523,2.6919999999999997
545,39.2,3.542,4.402,6.085
546,39.35,3.546,4.7139999999999995,5.39
547,39.51,3.562,4.811,2.559
548,39.67,3.567,4.471,4.612
549,39.81,3.573,4.475,1.7619999999999998
550,39.96,3.586,4.598,3.0669999999999997
551,40.12,3.581,4.5169999999999995,1.2790000000000001
552,40.27,3.584,4.638999999999999,4.035
553,40.43,3.594,4.691,1.565
554,40.58,3.601,4.477,4.67
555,40.72,3.605,4.4239999999999995,3.241
556,40.87,3.606,4.308,2.504
557,41.01,3.61,4.499,3.4019999999999997
558,41.17,3.611,4.662,1.077
559,41.32,3.61,4.428999999999999,0.983
560,41.47,3.611,4.685,2.9019999999999997
561,41.63,3.611,4.76,1.1740000000000002
562,41.78,3.61,4.623,3.07
563,41.94,3.609,4.638,1.6130000000000002
564,42.09,3.61,4.489,0.131
565,42.24,3.61,4.604,2.135
566,42.4,3.609,4.694,0.792
567,42.55,3.61,4.54,4.031000000000001
568,42.7,3.612,4.423,2.401
569,42.85,3.612,4.383,1.854
570,43.0,3.616,4.526,3.156
571,43.15,3.614,4.633,1.6569999999999998
572,43.3,3.613,4.596,1.5819999999999999
573,43.46,3.619,4.578,1.425
574,43.61,3.62,4.5889999999999995,1.8980000000000001
575,43.76,3.616,4.562,0.67
576,43.91,3.617,4.524,0.7190000000000001
577,44.07,3.616,4.534,0.608
578,44.22,3.612,4.51,1.775
579,44.37,3.616,4.438,2.3569999999999998
580,44.51,3.615,4.601,3.195
581,44.67,3.609,4.716,1.7380000000000002
582,44.83,3.61,4.487,4.953
583,44.97,3.611,4.372,1.8419999999999999
584,45.12,3.61,4.388999999999999,2.583
585,45.26,3.61,4.524,2.944
586,45.42,3.609,4.626,0.308
587,45.57,3.608,4.516,1.3230000000000002
588,45.72,3.609,4.525,1.416
589,45.87,3.604,4.64,1.202
590,46.03,3.608,4.526,3.3280000000000003
591,46.18,3.609,4.387,4.055
592,46.32,3.61,4.297,2.53
593,46.46,3.609,4.48,4.946000000000001
594,46.62,3.608,4.723,1.234
595,46.78,3.61,4.5280000000000005,5.46
596,46.92,3.61,4.323,2.262
597,47.07,3.609,4.625,3.53
598,47.23,3.608,4.7,2.841
599,47.38,3.61,4.329,6.2139999999999995
600,47.52,3.61,4.2860000000000005,1.9809999999999999
601,47.66,3.61,4.473,4.4
602,47.82,3.611,4.605,0.466
603,47.97,3.608,4.498,3.6860000000000004
604,48.12,3.609,4.3469999999999995,2.7760000000000002
605,48.26,3.604,4.3180000000000005,0.48200000000000004
606,48.41,3.606,4.364,2.474
607,48.55,3.601,4.449,0.131
608,48.7,3.605,4.388999999999999,0.534
609,48.84,3.603,4.3660000000000005,3.4730000000000003
610,48.99,3.602,4.484,3.068
611,49.14,3.593,4.492,2.275
612,49.29,3.586,4.394,3.602
613,49.44,3.577,4.2669999999999995,2.995
614,49.58,3.575,4.316,3.906
615,49.72,3.575,4.513,3.3989999999999996
616,49.88,3.573,4.561,0.935
617,50.03,3.57,4.437,3.0180000000000002
618,50.17,3.572,4.607,2.261
619,50.33,3.578,4.672,1.3780000000000001
620,50.48,3.578,4.558,3.491
621,50.64,3.577,4.524,0.941
622,50.79,3.577,4.466,2.9
623,50.94,3.575,4.376,2.6319999999999997
624,51.08,3.576,4.248,0.922
625,51.22,3.576,4.324,2.064
626,51.37,3.574,4.3839999999999995,0.848
627,51.51,3.572,4.2780000000000005,2.7969999999999997
628,51.65,3.57,4.187,1.97
629,51.79,3.572,4.349,3.241
630,51.94,3.562,4.454,4.343999999999999
631,52.09,3.568,4.54,1.436
632,52.24,3.571,4.551,2.121
633,52.39,3.567,4.407,3.833
634,52.54,3.569,4.3180000000000005,0.27
635,52.68,3.57,4.361000000000001,0.539
636,52.83,3.568,4.345,1.886
637,52.97,3.571,4.395,1.645
638,53.12,3.573,4.5,0.368
639,53.27,3.576,4.38,2.226
640,53.41,3.578,4.348,0.845
641,53.56,3.578,4.386,0.5760000000000001
642,53.71,3.579,4.3389999999999995,1.122
643,53.85,3.579,4.295,0.718
644,53.99,3.581,4.3919999999999995,2.952
645,54.14,3.582,4.5,1.849
646,54.29,3.581,4.511,2.748
647,54.44,3.581,4.337,2.4330000000000003
648,54.58,3.585,4.2989999999999995,1.03
649,54.73,3.585,4.428,1.266
650,54.88,3.584,4.31,1.915
651,55.02,3.583,4.247,0.725
652,55.16,3.583,4.377,0.414
653,55.31,3.583,4.272,1.1
654,55.44,3.584,4.236000000000001,1.999
655,55.59,3.582,4.418,4.961
656,55.74,3.578,4.553,0.8909999999999999
657,55.89,3.578,4.435,2.237
658,56.03,3.578,4.332,3.98
659,56.18,3.576,4.26,0.9540000000000001
660,56.32,3.581,4.197,1.0659999999999998
661,56.46,3.579,4.356,3.7960000000000003
662,56.61,3.578,4.438,1.355
663,56.76,3.579,4.303,3.432
664,56.9,3.579,4.158,0.375
665,57.03,3.579,4.329,1.339
666,57.18,3.579,4.314,0.163
667,57.32,3.578,4.243,2.256
668,57.47,3.579,4.234,3.05
669,57.6,3.58,4.3660000000000005,4.181
670,57.76,3.579,4.5969999999999995,1.735
671,57.91,3.578,4.461,4.586
672,58.06,3.578,4.2669999999999995,2.907
673,58.2,3.579,4.258,0.866
674,58.34,3.578,4.343999999999999,0.853
675,58.49,3.578,4.311,2.293
676,58.63,3.576,4.189,2.5469999999999997
677,58.76,3.573,4.217,2.489
678,58.91,3.564,4.2669999999999995,1.7069999999999999
679,59.05,3.556,4.172,0.8170000000000001
680,59.19,3.546,4.287,2.75
681,59.33,3.538,4.395,1.83
682,59.48,3.534,4.235,15.48
683,59.62,3.529,3.7960000000000003,7.492999999999999
684,59.72,3.478,3.8369999999999997,7.686
685,59.87,3.474,4.269,15.75
686,60.01,3.466,4.399,1.4969999999999999
687,60.16,3.462,4.377,2.807
688,60.3,3.46,4.1819999999999995,2.617
689,60.44,3.453,4.24,2.45
690,60.58,3.444,4.3919999999999995,2.134
691,60.73,3.441,4.218,3.952
692,60.86,3.439,4.101,6.312
693,61.0,3.437,4.5760000000000005,6.3870000000000005
694,61.17,3.422,4.658,1.893
695,61.31,3.417,4.302,6.544
696,61.46,3.41,4.292,1.8880000000000001
697,61.6,3.406,4.338,2.015
698,61.75,3.406,4.423,4.803
699,61.89,3.399,4.457,3.872
700,62.04,3.381,4.353,6.74
701,62.18,3.373,4.027,0.6990000000000001
702,62.31,3.368,4.275,3.306
703,62.47,3.347,4.415,2.324
704,62.6,3.338,4.208,5.3839999999999995
705,62.75,3.333,4.221,1.439
706,62.88,3.323,4.228,3.634
707,63.03,3.315,4.164,4.92
708,63.16,3.297,4.255,2.7569999999999997
709,63.31,3.274,4.456,4.513
710,63.46,3.265,4.227,3.9810000000000003
711,63.59,3.258,4.143,3.29
712,63.73,3.234,4.253,3.872
713,63.87,3.221,4.381,2.7089999999999996
714,64.02,3.206,4.325,3.031
715,64.16,3.193,4.129,0.884
716,64.29,3.182,4.26,1.722
717,64.44,3.166,4.31,2.398
718,64.58,3.157,4.209,1.5419999999999998
719,64.72,3.152,4.252,2.121
720,64.86,3.138,4.157,
721,65.0,3.127,,
