t,x,y,v,a
1783,11.14,2.796,6.966,1.4280000000000002
1784,11.38,2.795,6.982,0.593
1785,11.6,2.797,6.895,1.4340000000000002
1786,11.84,2.796,7.117000000000001,0.682
1787,12.08,2.794,6.99,0.62
1788,12.3,2.796,6.968999999999999,1.406
1789,12.54,2.795,7.178999999999999,0.769
1790,12.78,2.794,7.007999999999999,2.7030000000000003
1791,13.01,2.796,6.941,0.872
1792,13.24,2.795,7.104,2.085
1793,13.48,2.797,7.095,1.63
1794,13.72,2.796,7.1610000000000005,1.605
1795,13.96,2.796,7.249,2.6510000000000002
1796,14.2,2.795,6.982,1.5819999999999999
1797,14.43,2.797,7.0520000000000005,0.45899999999999996
1798,14.67,2.796,7.1339999999999995,0.507
1799,14.9,2.798,6.936,0.525
1800,15.13,2.8,7.1339999999999995,6.072
1801,15.38,2.798,7.381,2.972
1802,15.62,2.797,7.331,3.986
1803,15.86,2.796,7.106,3.571
1804,16.1,2.799,7.0729999999999995,2.372
1805,16.34,2.801,7.289,3.9939999999999998
1806,16.58,2.799,7.361000000000001,0.7709999999999999
1807,16.83,2.799,7.237,1.8880000000000001
1808,17.07,2.798,7.358,2.654
1809,17.32,2.804,7.486000000000001,2.033
1810,17.57,2.801,7.207999999999999,4.173
1811,17.8,2.804,7.138,2.449
1812,18.04,2.805,7.272,3.7239999999999998
1813,18.28,2.813,7.332999999999999,2.6660000000000004
1814,18.53,2.807,7.3229999999999995,2.524
1815,18.77,2.824,7.399,2.065
1816,19.02,2.827,7.5120000000000005,4.6
1817,19.27,2.832,7.46,2.077
1818,19.52,2.832,7.454,2.291
1819,19.77,2.844,7.452999999999999,0.958
1820,20.02,2.851,7.446000000000001,1.238
1821,20.26,2.858,7.459,0.733
1822,20.51,2.865,7.454,0.8370000000000001
1823,20.76,2.869,7.444,0.736
1824,21.01,2.874,7.446000000000001,2.0269999999999997
1825,21.26,2.884,7.435,0.585
1826,21.51,2.893,7.441,1.3980000000000001
1827,21.75,2.901,7.476,1.4280000000000002
1828,22.0,2.907,7.4670000000000005,1.087
1829,22.25,2.912,7.425,2.1069999999999998
1830,22.5,2.923,7.441,1.911
1831,22.75,2.933,7.55,1.848
1832,23.0,2.94,7.5120000000000005,2.271
1833,23.25,2.947,7.3660000000000005,2.827
1834,23.49,2.96,7.41,4.986000000000001
1835,23.74,2.972,7.692,5.08
1836,24.0,2.979,7.781000000000001,1.926
1837,24.26,2.987,7.539,4.09
1838,24.51,2.994,7.5120000000000005,1.1079999999999999
1839,24.76,3.008,7.5920000000000005,1.4140000000000001
1840,25.01,3.017,7.528,0.49
1841,25.26,3.032,7.539,4.044
1842,25.51,3.043,7.751,3.6630000000000003
1843,25.78,3.045,7.726,2.9330000000000003
1844,26.03,3.053,7.5329999999999995,4.407
1845,26.28,3.068,7.558,0.825
1846,26.53,3.079,7.572,0.479
1847,26.78,3.092,7.52,1.829
1848,27.03,3.107,7.457000000000001,2.403
1849,27.28,3.115,7.574,1.22
1850,27.54,3.123,7.483,2.698
1851,27.78,3.141,7.33,4.1160000000000005
1852,28.03,3.15,7.7,8.094
1853,28.29,3.152,7.891,2.136
1854,28.55,3.161,7.593,6.002000000000001
1855,28.8,3.173,7.492000000000001,0.18
1856,29.05,3.185,7.636,0.774
1857,29.31,3.194,7.489,1.067
1858,29.55,3.211,7.496,1.597
1859,29.8,3.221,7.524,5.5120000000000005
1860,30.05,3.228,7.5889999999999995,0.659
1861,30.31,3.229,7.642,2.846
1862,30.56,3.24,7.619,1.705
1863,30.82,3.25,7.685,3.8989999999999996
1864,31.07,3.258,7.751,1.544
1865,31.33,3.26,7.763999999999999,2.408
1866,31.59,3.267,7.638,3.915
1867,31.84,3.281,7.624,1.038
1868,32.1,3.292,7.6770000000000005,5.894
1869,32.36,3.299,7.782,2.386
1870,32.62,3.293,7.752999999999999,4.8389999999999995
1871,32.87,3.301,7.619,5.011
1872,33.12,3.318,7.597,3.6860000000000004
1873,33.38,3.326,7.789,4.51
1874,33.64,3.328,7.827999999999999,2.8289999999999997
1875,33.9,3.334,7.733,1.7730000000000001
1876,34.16,3.351,7.8870000000000005,2.161
1877,34.43,3.353,7.836,3.253
1878,34.68,3.358,7.867000000000001,0.3
1879,34.95,3.363,7.961,2.441
1880,35.21,3.366,7.724,2.451
1881,35.46,3.38,7.8660000000000005,0.83
1882,35.73,3.37,7.885,3.3930000000000002
1883,35.99,3.385,7.954,3.909
1884,36.26,3.388,7.971,2.489
1885,36.52,3.398,7.91,2.318
1886,36.79,3.402,7.984,4.928
1887,37.05,3.402,8.05,1.224
1888,37.33,3.401,8.04,0.9329999999999999
1889,37.59,3.409,7.992999999999999,2.351
1890,37.86,3.406,8.219,2.215
1891,38.14,3.404,8.079,1.271
1892,38.4,3.404,8.086,8.538
1893,38.68,3.404,8.103,2.827
1894,38.94,3.434,7.957999999999999,4.534
1895,39.21,3.43,8.163,6.202000000000001
1896,39.48,3.43,8.147,1.4580000000000002
1897,39.75,3.436,8.101,2.6319999999999997
1898,40.02,3.435,8.09,1.348
1899,40.29,3.445,8.027000000000001,2.089
1900,40.56,3.439,8.228,4.958
1901,40.84,3.441,8.336,2.57
1902,41.11,3.437,8.316,1.167
1903,41.39,3.443,8.275,1.548
1904,41.67,3.442,8.245,8.247
1905,41.94,3.446,8.298,11.94
1906,42.22,3.481,8.41,12.11
1907,42.5,3.511,7.956,6.322
1908,42.74,3.555,8.011000000000001,12.14
1909,43.03,3.559,8.488,14.83
1910,43.31,3.566,8.408,3.218
1911,43.59,3.562,8.397,0.946
1912,43.87,3.561,8.434,1.5130000000000001
1913,44.15,3.567,8.406,3.423
1914,44.43,3.565,8.527999999999999,1.974
1915,44.72,3.56,8.544,0.9540000000000001
1916,45.0,3.56,8.386000000000001,3.742
1917,45.28,3.559,8.402000000000001,3.228
1918,45.56,3.563,8.55,1.9980000000000002
1919,45.85,3.559,8.615,1.284
1920,46.13,3.56,8.42,4.272
1921,46.41,3.56,8.338,1.5630000000000002
1922,46.69,3.56,8.5,3.9389999999999996
1923,46.98,3.559,8.658999999999999,2.215
1924,47.27,3.559,8.592,1.347
1925,47.55,3.565,8.586,1.9369999999999998
1926,47.84,3.557,8.572000000000001,0.8109999999999999
1927,48.12,3.556,8.517999999999999,2.239
1928,48.41,3.557,8.51,0.242
1929,48.69,3.556,8.499,0.237
1930,48.97,3.556,8.516,0.262
1931,49.26,3.555,8.522,0.7929999999999999
1932,49.54,3.555,8.556000000000001,1.258
1933,49.83,3.555,8.613,1.6909999999999998
1934,50.11,3.553,8.463,1.2930000000000001
1935,50.39,3.554,8.461,0.644
1936,50.68,3.554,8.547,2.568
1937,50.96,3.554,8.574,1.364
1938,51.25,3.554,8.652000000000001,2.5789999999999997
1939,51.54,3.551,8.712,1.702
1940,51.83,3.552,8.783,1.197
1941,52.12,3.553,8.657,2.6039999999999996
1942,52.41,3.552,8.596,1.079
1943,52.7,3.549,8.667,2.565
1944,52.99,3.547,8.749,4.4
1945,53.28,3.543,8.887,2.448
1946,53.58,3.529,8.8,4.284
1947,53.87,3.523,8.684,3.755
1948,54.16,3.529,8.687000000000001,1.953
1949,54.45,3.521,8.755,2.07
1950,54.74,3.518,8.809,2.603
1951,55.03,3.515,8.66,2.2359999999999998
1952,55.32,3.515,8.89,3.025
1953,55.63,3.511,8.998,2.4219999999999997
1954,55.92,3.508,8.902999999999999,3.392
1955,56.22,3.513,8.886000000000001,4.088
1956,56.51,3.499,8.815,1.7469999999999999
1957,56.81,3.49,8.961,5.647
1958,57.11,3.486,9.174,3.681
1959,57.42,3.474,9.171,4.302
1960,57.72,3.479,8.86,3.37
1961,58.01,3.465,8.964,4.39
1962,58.32,3.453,9.117,4.396
1963,58.62,3.441,9.095,0.736
1964,58.92,3.437,9.128,0.9520000000000001
1965,59.22,3.42,9.116,1.489
1966,59.53,3.415,9.07,4.36
1967,59.83,3.405,8.929,2.7319999999999998
1968,60.12,3.405,8.963,2.7689999999999997
1969,60.43,3.386,9.097999999999999,5.67
1970,60.73,3.38,9.315,4.225
1971,61.05,3.367,9.417,2.436
1972,61.36,3.355,9.193999999999999,2.8819999999999997
1973,61.66,3.341,9.196,1.148
1974,61.97,3.336,9.316,1.091
1975,62.28,3.316,9.225,0.966
1976,62.59,3.308,9.24,1.318
1977,62.89,3.295,9.19,2.523
1978,63.2,3.28,9.228,0.158
1979,63.51,3.264,9.266,3.1630000000000003
1980,63.81,3.252,9.347999999999999,1.52
1981,64.13,3.23,9.45,0.937
1982,64.44,3.22,9.299,4.088
1983,64.75,3.206,9.249,2.656
1984,65.06,3.197,9.379,
1985,65.38,3.175,,
