t,x,y,v,a
1775,18.93,2.759,8.558,1.212
1776,19.22,2.772,8.517000000000001,0.977
1777,19.5,2.793,8.484,1.345
1778,19.78,2.816,8.59,0.792
1779,20.07,2.831,8.575,0.273
1780,20.35,2.856,8.521,0.848
1781,20.64,2.874,8.561,3.736
1782,20.92,2.895,8.527000000000001,1.345
1783,21.2,2.905,8.504,0.414
1784,21.49,2.932,8.52,1.847
1785,21.77,2.942,8.527000000000001,2.549
1786,22.05,2.968,8.516,1.258
1787,22.34,2.977,8.508,0.56
1788,22.62,3.001,8.545,1.358
1789,22.91,3.02,8.531,4.069
1790,23.19,3.037,8.478,0.759
1791,23.47,3.045,8.493,0.5
1792,23.75,3.07,8.502,2.733
1793,24.04,3.08,8.529,2.2430000000000003
1794,24.32,3.106,8.639,1.618
1795,24.61,3.12,8.541,4.762
1796,24.89,3.143,8.378,1.327
1797,25.17,3.149,8.498,2.1319999999999997
1798,25.45,3.167,8.52,0.395
1799,25.74,3.179,8.479,1.063
1800,26.02,3.189,8.494,2.439
1801,26.3,3.204,8.523,0.648
1802,26.59,3.222,8.548,0.47100000000000003
1803,26.87,3.23,8.497,0.643
1804,27.15,3.252,8.499,1.183
1805,27.44,3.262,8.57,1.7990000000000002
1806,27.72,3.278,8.533999999999999,1.202
1807,28.0,3.29,8.499,1.2109999999999999
1808,28.29,3.306,8.594,4.928999999999999
1809,28.58,3.325,8.777000000000001,4.4639999999999995
1810,28.87,3.328,8.797,2.0909999999999997
1811,29.16,3.337,8.696,4.547
1812,29.45,3.36,8.628,2.596
1813,29.74,3.368,8.561,1.98
1814,30.02,3.393,8.586,2.721
1815,30.31,3.401,8.712,3.3489999999999998
1816,30.6,3.414,8.783,1.726
1817,30.89,3.427,8.779,3.4360000000000004
1818,31.19,3.439,8.724,2.6489999999999996
1819,31.47,3.464,8.878,4.485
1820,31.78,3.468,8.977,0.742
1821,32.07,3.476,8.762,3.633
1822,32.36,3.498,8.854,3.7880000000000003
1823,32.66,3.506,8.965,2.205
1824,32.96,3.533,8.965,3.139
1825,33.26,3.545,8.998,2.359
1826,33.56,3.549,8.843,5.395
1827,33.85,3.575,8.956,2.76
1828,34.15,3.597,9.064,6.292999999999999
1829,34.45,3.612,9.064,2.289
1830,34.76,3.621,9.029,2.705
1831,35.05,3.64,9.125,1.069
1832,35.37,3.647,9.12,4.091
1833,35.66,3.66,9.033,3.448
1834,35.97,3.661,9.023,2.41
1835,36.26,3.677,9.066,3.625
1836,36.57,3.68,9.36,4.592
1837,36.88,3.687,9.347000000000001,3.714
1838,37.19,3.697,9.224,1.3019999999999998
1839,37.5,3.712,9.245,2.4930000000000003
1840,37.81,3.719,9.37,4.247
1841,38.12,3.726,9.486,2.804
1842,38.44,3.734,9.568999999999999,1.317
1843,38.76,3.743,9.42,0.833
1844,39.07,3.752,9.472999999999999,1.507
1845,39.39,3.757,9.6,1.037
1846,39.71,3.765,9.375,3.5210000000000004
1847,40.02,3.771,9.349,0.433
1848,40.33,3.784,9.448,3.1830000000000003
1849,40.65,3.788,9.504,2.061
1850,40.97,3.794,9.547,1.504
1851,41.28,3.799,9.529,1.544
1852,41.6,3.797,9.611,3.282
1853,41.92,3.811,9.717,2.296
1854,42.25,3.816,9.513,3.97
1855,42.56,3.823,9.467,2.245
1856,42.88,3.823,9.662,1.4340000000000002
1857,43.2,3.824,9.527000000000001,2.148
1858,43.52,3.827,9.47,0.34299999999999997
1859,43.83,3.826,9.546,1.307
1860,44.15,3.829,9.544,0.659
1861,44.47,3.829,9.539,1.953
1862,44.79,3.827,9.556000000000001,0.33899999999999997
1863,45.11,3.823,9.552,1.494
1864,45.42,3.825,9.599,0.92
1865,45.75,3.824,9.543,1.0270000000000001
1866,46.06,3.824,9.493,0.9740000000000001
1867,46.38,3.824,9.527999999999999,1.1440000000000001
1868,46.7,3.824,9.539,0.53
1869,47.02,3.823,9.581,0.574
1870,47.33,3.823,9.567,1.5659999999999998
1871,47.65,3.823,9.492,0.21600000000000003
1872,47.97,3.824,9.519,1.7069999999999999
1873,48.29,3.823,9.442,0.49700000000000005
1874,48.6,3.823,9.459,2.239
1875,48.92,3.823,9.669,1.232
1876,49.24,3.823,9.509,3.84
1877,49.55,3.819,9.356,1.9140000000000001
1878,49.87,3.82,9.419,1.818
1879,50.18,3.814,9.475,1.545
1880,50.5,3.816,9.41,1.409
1881,50.81,3.819,9.447000000000001,1.6480000000000001
1882,51.13,3.818,9.559,3.752
1883,51.45,3.82,9.582,1.72
1884,51.77,3.811,9.549,2.418
1885,52.08,3.821,9.522,0.5479999999999999
1886,52.4,3.822,9.55,5.346
1887,52.72,3.82,9.583,0.331
1888,53.04,3.811,9.586,0.672
1889,53.36,3.815,9.577,1.615
1890,53.68,3.809,9.691,0.493
1891,54.0,3.806,9.611,2.8510000000000004
1892,54.32,3.81,9.529,0.657
1893,54.64,3.811,9.669,2.762
1894,54.96,3.812,9.597999999999999,4.303999999999999
1895,55.28,3.806,9.719,2.62
1896,55.61,3.795,9.833,1.5830000000000002
1897,55.93,3.791,9.693999999999999,4.655
1898,56.26,3.787,9.609,1.804
1899,56.57,3.787,9.562999999999999,0.723
1900,56.89,3.784,9.651,3.6839999999999997
1901,57.22,3.784,9.725,2.6510000000000002
1902,57.54,3.772,9.812000000000001,3.23
1903,57.87,3.773,9.932,0.5870000000000001
1904,58.2,3.761,9.849,4.523
1905,58.53,3.753,9.612,2.6
1906,58.85,3.747,9.66,2.177
1907,59.17,3.738,9.746,4.476
1908,59.49,3.725,9.889,2.5069999999999997
1909,59.83,3.721,9.884,2.487
1910,60.15,3.716,9.747,1.865
1911,60.48,3.713,9.822000000000001,2.342
1912,60.81,3.706,9.88,0.522
1913,61.14,3.7,9.873,3.497
1914,61.47,3.697,9.987,2.213
1915,61.81,3.679,10.06,2.759
1916,62.14,3.675,10.05,0.56
1917,62.47,3.657,10.08,2.335
1918,62.81,3.647,10.14,2.6639999999999997
1919,63.15,3.636,10.26,1.402
1920,63.49,3.625,10.2,4.5489999999999995
1921,63.83,3.611,9.985,1.3230000000000002
1922,64.16,3.608,10.11,5.275
1923,64.5,3.597,10.43,2.164
1924,64.85,3.583,10.24,2.3040000000000003
1925,65.19,3.578,10.32,
1926,65.54,3.553,,
