t,x,y,v,a
1652,0.18,3.791,,
1653,0.47,3.791,8.936,
1654,0.78,3.789,9.032,4.5680000000000005
1655,1.07,3.791,9.078,1.25
1656,1.38,3.79,9.11,1.4269999999999998
1657,1.68,3.791,9.027000000000001,3.219
1658,1.98,3.79,9.013,1.785
1659,2.28,3.792,9.033999999999999,0.6659999999999999
1660,2.58,3.791,9.151,1.777
1661,2.89,3.793,9.086,0.8909999999999999
1662,3.19,3.792,9.185,0.797
1663,3.5,3.79,9.138,2.63
1664,3.8,3.795,9.2,3.0039999999999996
1665,4.11,3.799,9.398,5.245
1666,4.43,3.795,9.467,1.206
1667,4.74,3.793,9.479,1.591
1668,5.06,3.793,9.375,2.449
1669,5.37,3.792,9.305,0.0412
1670,5.68,3.793,9.373,3.682
1671,5.99,3.792,9.539,2.543
1672,6.32,3.797,9.571,1.6840000000000002
1673,6.63,3.795,9.597000000000001,3.498
1674,6.96,3.796,9.818999999999999,2.793
1675,7.29,3.798,9.822000000000001,1.841
1676,7.61,3.797,9.725,2.155
1677,7.94,3.792,9.711,1.551
1678,8.26,3.796,9.713,3.3280000000000003
1679,8.58,3.796,9.902999999999999,3.085
1680,8.92,3.799,9.964,0.153
1681,9.25,3.801,9.854,2.969
1682,9.57,3.802,9.865,2.231
1683,9.9,3.795,9.993,83.73
1684,10.24,3.804,5.026,41.21
1685,10.24,3.798,5.061,42.53
1686,10.58,3.797,10.05,85.7
1687,10.91,3.797,10.01,1.416
1688,11.24,3.8,10.09,3.614
1689,11.58,3.803,10.22,2.3680000000000003
1690,11.93,3.798,10.11,1.275
1691,12.26,3.796,10.06,1.844
1692,12.6,3.794,10.22,3.205
1693,12.94,3.795,10.24,3.2030000000000003
1694,13.28,3.793,10.39,2.5860000000000003
1695,13.63,3.8,10.45,0.57
1696,13.98,3.795,10.34,2.628
1697,14.32,3.797,10.31,0.8740000000000001
1698,14.66,3.794,10.4,0.767
1699,15.01,3.794,10.34,1.246
1700,15.35,3.798,10.29,0.53
1701,15.7,3.796,10.39,4.409
