t,x,y,v,a
1702,16.05,3.797,10.54,2.883
1703,16.4,3.808,10.61,1.4880000000000002
1704,16.75,3.799,10.59,2.351
1705,17.11,3.806,10.61,1.025
1706,17.46,3.799,10.63,0.526
1707,17.81,3.801,10.64,5.2410000000000005
1708,18.17,3.803,10.6,5.018
1709,18.52,3.816,10.63,8.443999999999999
1710,18.88,3.831,10.73,16.4
1711,19.23,3.864,10.31,3.5860000000000003
1712,19.56,3.926,10.29,17.12
1713,19.92,3.93,10.84,19.11
1714,20.28,3.93,10.97,1.172
1715,20.65,3.935,10.95,4.441
1716,21.01,3.937,10.77,2.7239999999999998
1717,21.37,3.953,10.84,4.28
1718,21.73,3.96,11.08,4.596
1719,22.11,3.961,11.03,1.005
1720,22.47,3.965,10.96,0.316
1721,22.84,3.969,11.08,3.0
1722,23.21,3.969,11.08,3.3339999999999996
1723,23.57,3.986,11.08,1.829
1724,23.94,3.994,11.0,5.274
1725,24.31,3.999,11.13,1.344
1726,24.69,3.998,11.2,3.931
1727,25.05,4.01,10.97,2.988
1728,25.42,4.023,11.02,2.737
1729,25.79,4.027,11.01,2.858
1730,26.15,4.033,11.09,2.488
1731,26.53,4.038,11.18,4.052
1732,26.9,4.051,11.22,1.111
1733,27.28,4.063,11.18,4.183
1734,27.64,4.068,11.2,3.0410000000000004
1735,28.02,4.069,11.38,0.919
1736,28.4,4.074,11.22,3.883
1737,28.77,4.081,11.12,2.928
1738,29.14,4.09,11.12,3.404
1739,29.51,4.101,11.28,2.455
1740,29.89,4.102,11.26,1.258
1741,30.26,4.107,11.17,1.849
1742,30.64,4.111,11.41,1.571
1743,31.02,4.109,11.28,3.022
1744,31.39,4.122,11.26,2.6839999999999997
1745,31.77,4.129,11.5,4.805
1746,32.16,4.136,11.49,2.8
1747,32.54,4.137,11.38,1.1320000000000001
1748,32.92,4.139,11.41,1.732
1749,33.3,4.143,11.52,2.295
1750,33.68,4.142,11.55,2.404
1751,34.07,4.143,11.65,0.703
1752,34.46,4.149,11.64,2.338
1753,34.84,4.144,11.66,1.5190000000000001
1754,35.24,4.142,11.79,1.929
1755,35.63,4.144,11.75,0.96
1756,36.02,4.142,11.72,0.97
1757,36.41,4.141,11.71,0.415
1758,36.8,4.14,11.7,1.074
1759,37.19,4.139,11.77,0.858
1760,37.59,4.14,11.76,0.273
1761,37.98,4.141,11.73,2.388
1762,38.37,4.141,11.91,4.788
1763,38.77,4.138,12.08,1.2309999999999999
1764,39.17,4.139,11.99,1.4969999999999999
1765,39.57,4.136,11.94,0.38799999999999996
1766,39.97,4.136,12.04,0.934
1767,40.37,4.135,12.0,1.5019999999999998
1768,40.77,4.136,11.91,1.8719999999999999
1769,41.17,4.135,12.08,2.376
1770,41.57,4.129,12.13,4.541
1771,41.98,4.131,12.28,2.307
1772,42.39,4.128,12.32,2.3040000000000003
1773,42.8,4.133,12.16,1.585
1774,43.2,4.121,12.29,2.26
1775,43.62,4.13,12.3,3.133
1776,44.02,4.13,12.12,4.032
1777,44.42,4.131,12.18,6.957000000000001
1778,44.84,4.124,12.52,3.517
1779,45.26,4.109,12.3,3.917
1780,45.66,4.127,12.27,1.0390000000000001
1781,46.08,4.118,12.41,7.247000000000001
1782,46.48,4.116,12.23,4.922
1783,46.89,4.103,12.14,2.543
1784,47.29,4.105,12.27,2.2680000000000002
1785,47.71,4.102,12.3,1.3159999999999998
1786,48.11,4.099,12.24,1.1420000000000001
1787,48.53,4.1,12.43,0.856
1788,48.94,4.097,12.28,0.735
1789,49.34,4.099,12.3,1.7209999999999999
1790,49.76,4.095,12.31,1.806
1791,50.17,4.099,12.25,1.2429999999999999
1792,50.58,4.09,12.44,5.527
1793,50.99,4.089,12.57,3.634
1794,51.42,4.099,12.64,1.7990000000000002
1795,51.84,4.094,12.5,5.525
1796,52.25,4.094,12.35,2.891
1797,52.66,4.085,12.64,4.765
1798,53.09,4.079,12.76,2.8680000000000003
1799,53.51,4.071,12.45,6.336
1800,53.92,4.072,12.33,1.7180000000000002
1801,54.33,4.066,12.55,4.325
1802,54.76,4.062,12.68,1.989
1803,55.18,4.061,12.57,4.606
1804,55.6,4.06,12.43,6.255
1805,56.01,4.064,12.83,6.19
1806,56.45,4.048,12.91,3.135
1807,56.87,4.038,12.44,4.437
1808,57.28,4.042,12.75,5.792999999999999
1809,57.72,4.034,12.95,0.737
1810,58.14,4.029,12.67,6.632999999999999
1811,58.56,4.029,12.52,1.985
1812,58.98,4.025,12.54,4.54
1813,59.4,4.022,12.75,2.378
1814,59.83,4.033,12.74,3.054
1815,60.25,4.027,12.68,3.722
1816,60.67,4.02,12.69,4.015
1817,61.09,4.02,12.74,1.475
1818,61.52,4.024,12.81,6.735
1819,61.95,4.02,12.99,4.01
1820,62.39,4.006,13.07,1.768
1821,62.82,4.002,12.97,3.8339999999999996
1822,63.25,3.997,12.95,2.668
1823,63.68,3.995,12.79,2.002
1824,64.11,3.995,13.03,
1825,64.55,3.986,,
