t,x,y
406,0.84,2.995
407,1.1,3.002
408,1.37,3.016
409,1.63,3.027
410,1.89,3.028
411,2.15,3.033
412,2.42,3.039
413,2.69,3.045
414,2.94,3.055
415,3.21,3.064
416,3.47,3.067
417,3.74,3.075
418,4.0,3.074
419,4.26,3.077
420,4.51,3.077
421,4.78,3.094
422,5.04,3.099
423,5.3,3.102
424,5.56,3.105
425,5.82,3.108
426,6.07,3.115
427,6.34,3.123
428,6.58,3.13
429,6.85,3.134
430,7.11,3.139
431,7.37,3.144
432,7.63,3.152
433,7.89,3.16
434,8.15,3.166
435,8.41,3.172
436,8.67,3.177
437,8.93,3.188
438,9.19,3.186
439,9.45,3.199
440,9.72,3.208
441,9.98,3.212
442,10.23,3.212
443,10.49,3.221
444,10.75,3.23
445,11.01,3.241
446,11.27,3.246
447,11.52,3.255
448,11.79,3.261
449,12.04,3.274
450,12.29,3.279
451,12.55,3.285
452,12.81,3.284
453,13.06,3.295
454,13.32,3.305
455,13.58,3.313
456,13.84,3.321
457,14.1,3.329
458,14.36,3.353
459,14.61,3.369
460,14.87,3.372
461,15.13,3.38
462,15.39,3.389
463,15.64,3.401
464,15.91,3.407
465,16.17,3.413
466,16.43,3.425
467,16.7,3.438
468,16.95,3.441
469,17.22,3.445
470,17.48,3.449
471,17.76,3.466
472,18.01,3.474
473,18.28,3.475
474,18.54,3.479
475,18.81,3.499
476,19.07,3.507
477,19.34,3.511
478,19.59,3.52
479,19.86,3.528
480,20.12,3.546
481,20.38,3.549
482,20.64,3.548
483,20.9,3.563
484,21.16,3.56
485,21.42,3.576
486,21.68,3.58
487,21.94,3.584
488,22.2,3.587
489,22.45,3.592
490,22.71,3.607
491,22.97,3.614
492,23.22,3.618
493,23.48,3.621
494,23.72,3.63
495,23.97,3.632
496,24.23,3.645
497,24.48,3.653
498,24.73,3.658
499,24.99,3.666
500,25.24,3.673
501,25.48,3.685
502,25.73,3.691
503,25.97,3.701
504,26.22,3.716
505,26.47,3.725
506,26.71,3.732
507,26.96,3.744
508,27.19,3.757
509,27.43,3.764
510,27.67,3.778
511,27.91,3.793
512,28.14,3.802
513,28.38,3.816
514,28.61,3.83
515,28.84,3.841
516,29.07,3.852
517,29.3,3.865
518,29.53,3.871
519,29.76,3.895
520,29.98,3.901
521,30.21,3.907
522,30.43,3.924
523,30.65,3.937
524,30.88,3.946
525,31.1,3.962
526,31.32,3.971
527,31.54,3.976
528,31.77,4.0
529,32.0,4.01
530,32.21,4.019
531,32.43,4.032
532,32.64,4.042
533,32.87,4.057
534,33.09,4.069
535,33.31,4.077
536,33.52,4.086
537,33.74,4.109
538,33.96,4.115
539,34.17,4.121
540,34.38,4.136
541,34.6,4.15
542,34.81,4.157
543,35.02,4.174
544,35.23,4.183
545,35.44,4.19
546,35.66,4.21
547,35.86,4.219
548,36.09,4.226
549,36.31,4.239
550,36.52,4.256
551,36.74,4.263
552,36.95,4.279
553,37.17,4.289
554,37.38,4.292
555,37.59,4.299
556,37.81,4.314
557,38.02,4.326
558,38.23,4.331
559,38.44,4.346
560,38.66,4.359
561,38.87,4.362
562,39.1,4.37
563,39.32,4.385
564,39.54,4.395
565,39.75,4.399
566,39.97,4.409
567,40.19,4.421
568,40.41,4.431
569,40.63,4.436
570,40.85,4.454
571,41.06,4.465
572,41.28,4.47
573,41.5,4.489
574,41.72,4.501
575,41.94,4.505
576,42.16,4.512
577,42.37,4.526
578,42.6,4.536
579,42.82,4.546
580,43.05,4.56
581,43.28,4.569
582,43.51,4.575
583,43.73,4.583
584,43.96,4.593
585,44.18,4.606
586,44.42,4.611
587,44.65,4.617
588,44.89,4.629
589,45.13,4.636
590,45.35,4.644
591,45.59,4.648
592,45.83,4.655
593,46.06,4.653
594,46.3,4.666
595,46.54,4.674
596,46.78,4.677
597,47.01,4.678
598,47.26,4.679
599,47.5,4.68
600,47.75,4.684
601,47.98,4.682
602,48.22,4.682
603,48.47,4.679
604,48.71,4.679
605,48.96,4.676
606,49.2,4.677
607,49.45,4.674
608,49.7,4.676
609,49.95,4.671
610,50.2,4.673
611,50.45,4.665
612,50.7,4.654
613,50.95,4.644
614,51.19,4.639
615,51.45,4.632
616,51.7,4.62
617,51.97,4.608
618,52.22,4.604
619,52.47,4.593
620,52.74,4.58
621,53.0,4.572
622,53.25,4.565
623,53.52,4.541
624,53.77,4.536
625,54.02,4.529
626,54.28,4.505
627,54.55,4.497
628,54.8,4.481
629,55.06,4.466
630,55.33,4.446
631,55.6,4.432
632,55.87,4.421
633,56.14,4.398
634,56.4,4.393
635,56.67,4.369
636,56.94,4.358
637,57.21,4.334
638,57.4,4.34
639,57.67,4.331
640,57.93,4.313
641,58.19,4.298
642,58.46,4.269
643,58.7,4.257
644,58.98,4.251
645,59.26,4.227
646,59.54,4.219
647,59.81,4.214
648,60.08,4.192
649,60.36,4.185
650,60.65,4.163
651,60.92,4.151
652,61.19,4.148
653,61.47,4.138
654,61.75,4.124
655,62.03,4.115
656,62.31,4.083
657,62.6,4.079
658,62.87,4.07
659,63.17,4.049
660,63.44,4.047
661,63.72,4.041
662,64.01,4.018
663,64.3,4.01
664,64.58,4.007
665,64.86,4.0
666,65.14,3.986
