t,x,y,v,a
1758,24.97,4.376,12.18,4.223
1759,25.37,4.388,12.31,1.6269999999999998
1760,25.79,4.412,12.24,2.591
1761,26.19,4.429,12.12,1.6480000000000001
1762,26.6,4.453,12.24,0.32
1763,27.0,4.474,12.07,0.728
1764,27.4,4.492,12.17,1.916
1765,27.81,4.515,12.26,1.7269999999999999
1766,28.22,4.529,12.21,4.012
1767,28.63,4.553,12.08,1.9180000000000001
1768,29.02,4.576,12.12,1.406
1769,29.43,4.598,12.24,4.048
1770,29.84,4.618,12.26,0.752
1771,30.25,4.635,12.27,2.02
1772,30.65,4.656,12.32,1.256
1773,31.07,4.677,12.28,2.334
1774,31.47,4.695,12.26,0.08037000000000001
1775,31.89,4.709,12.38,1.081
1776,32.3,4.731,12.28,1.239
1777,32.71,4.743,12.43,5.157
1778,33.12,4.765,12.63,1.848
1779,33.55,4.772,12.54,3.137
1780,33.96,4.794,12.42,1.9469999999999998
1781,34.37,4.815,12.53,3.627
1782,34.8,4.83,12.62,3.114
1783,35.21,4.845,12.7,0.83
1784,35.64,4.867,12.73,2.602
1785,36.06,4.878,12.69,1.2830000000000001
1786,36.49,4.888,12.8,1.821
1787,36.92,4.908,12.83,1.127
1788,37.34,4.917,12.77,1.171
1789,37.77,4.928,12.87,1.44
1790,38.2,4.943,12.91,1.889
1791,38.63,4.95,12.93,2.5669999999999997
1792,39.06,4.961,13.09,4.138999999999999
1793,39.5,4.971,13.18,2.5869999999999997
1794,39.94,4.986,13.25,1.526
1795,40.38,4.994,13.27,1.357
1796,40.82,5.002,13.15,0.66
1797,41.26,5.017,13.22,4.422
1798,41.71,5.02,13.43,2.2030000000000003
1799,42.15,5.024,13.3,2.588
1800,42.59,5.031,13.34,3.7969999999999997
1801,43.04,5.042,13.63,5.269
1802,43.5,5.047,13.68,4.501
1803,43.96,5.055,13.38,2.957
1804,44.39,5.058,13.37,4.0089999999999995
1805,44.85,5.064,13.74,5.159
1806,45.31,5.067,13.72,1.818
1807,45.76,5.069,13.58,3.176
1808,46.21,5.08,13.77,0.97
1809,46.68,5.09,13.69,4.171
1810,47.13,5.088,13.45,1.9680000000000002
1811,47.58,5.094,13.65,3.923
1812,48.04,5.094,13.76,1.099
1813,48.49,5.095,13.68,4.011
1814,48.95,5.102,13.69,2.645
1815,49.41,5.114,13.82,1.475
1816,49.87,5.119,13.8,3.562
1817,50.32,5.125,13.89,1.325
1818,50.79,5.125,13.95,1.5419999999999998
1819,51.25,5.13,13.86,2.842
1820,51.72,5.129,13.81,1.171
1821,52.18,5.129,13.85,3.2510000000000003
1822,52.64,5.129,14.02,0.231
1823,53.11,5.136,13.87,0.898
1824,53.57,5.132,13.88,2.028
1825,54.04,5.137,13.93,2.042
1826,54.5,5.132,13.75,3.299
1827,54.95,5.14,13.96,4.404
1828,55.43,5.151,14.09,6.12
1829,55.89,5.154,13.98,5.859
1830,56.36,5.142,14.03,4.9639999999999995
1831,56.83,5.138,14.27,7.9639999999999995
1832,57.31,5.144,14.22,5.529
1833,57.77,5.158,13.99,3.0469999999999997
1834,58.24,5.169,14.07,7.7010000000000005
1835,58.71,5.171,14.26,4.051
1836,59.19,5.164,14.2,1.4380000000000002
1837,59.66,5.165,14.23,8.408999999999999
1838,60.14,5.166,14.31,5.428999999999999
1839,60.61,5.191,14.34,3.611
1840,61.1,5.198,14.35,12.41
1841,61.57,5.195,14.38,6.127000000000001
1842,62.05,5.177,14.55,3.085
1843,62.54,5.168,14.42,5.022
1844,63.02,5.172,14.49,3.142
1845,63.51,5.167,14.65,1.584
1846,63.99,5.172,14.51,1.446
1847,64.47,5.166,14.53,1.87
1848,64.96,5.164,14.47,
1849,65.44,5.162,,
