t,x,y,v,a
1725,28.45,3.414,11.28,1.9169999999999998
1726,28.82,3.423,11.24,3.878
1727,29.19,3.444,11.15,3.188
1728,29.56,3.451,11.2,5.279
1729,29.94,3.456,11.47,2.5810000000000004
1730,30.32,3.464,11.24,2.17
1731,30.69,3.479,11.24,3.9960000000000004
1732,31.07,3.485,11.55,5.912999999999999
1733,31.46,3.488,11.56,4.037
1734,31.84,3.492,11.33,3.199
1735,32.22,3.506,11.34,1.9169999999999998
1736,32.6,3.513,11.54,4.538
1737,32.98,3.52,11.56,2.5340000000000003
1738,33.37,3.524,11.65,2.253
1739,33.76,3.525,11.7,0.863
1740,34.15,3.528,11.59,0.877
1741,34.53,3.531,11.62,2.833
1742,34.92,3.534,11.81,2.9789999999999996
1743,35.32,3.536,11.81,2.008
1744,35.71,3.534,11.71,3.32
1745,36.1,3.532,11.64,4.088
1746,36.49,3.541,11.76,2.19
1747,36.89,3.549,11.83,2.6010000000000004
1748,37.28,3.552,11.84,3.27
1749,37.67,3.558,12.0,2.6630000000000003
1750,38.08,3.555,11.99,2.548
1751,38.47,3.556,12.09,2.238
1752,38.88,3.555,12.2,0.9440000000000001
1753,39.29,3.556,12.12,0.11699999999999999
1754,39.69,3.557,12.19,0.607
1755,40.1,3.556,12.15,1.639
1756,40.5,3.556,12.22,0.799
1757,40.91,3.556,12.22,2.07
1758,41.32,3.556,12.23,2.573
1759,41.73,3.556,12.46,1.545
1760,42.15,3.551,12.31,1.335
1761,42.55,3.557,12.37,2.536
1762,42.97,3.556,12.56,1.423
1763,43.39,3.557,12.36,2.287
1764,43.79,3.556,12.34,2.004
1765,44.21,3.555,12.56,3.0989999999999998
1766,44.63,3.555,12.55,3.823
1767,45.05,3.555,12.3,1.585
1768,45.45,3.556,12.37,3.016
1769,45.87,3.556,12.6,0.17800000000000002
1770,46.29,3.557,12.37,1.695
1771,46.7,3.556,12.39,2.377
1772,47.12,3.556,12.63,3.63
1773,47.54,3.556,12.6,1.579
1774,47.96,3.556,12.52,2.369
1775,48.37,3.556,12.44,1.3840000000000001
1776,48.79,3.557,12.46,1.6369999999999998
1777,49.2,3.56,12.56,4.073
1778,49.62,3.558,12.69,1.0979999999999999
1779,50.05,3.554,12.66,1.646
1780,50.47,3.558,12.61,1.6269999999999998
1781,50.89,3.558,12.78,1.7009999999999998
1782,51.32,3.557,12.73,0.278
1783,51.74,3.557,12.72,0.635
1784,52.17,3.557,12.84,1.15
1785,52.6,3.557,12.64,0.152
1786,53.01,3.557,12.74,2.6430000000000002
1787,53.45,3.557,12.94,1.98
1788,53.87,3.556,12.81,2.142
1789,54.3,3.557,12.8,0.698
1790,54.73,3.557,12.78,0.904
1791,55.15,3.557,12.74,0.45
1792,55.58,3.555,12.75,1.704
1793,56.0,3.555,12.82,2.616
1794,56.43,3.559,12.92,0.715
1795,56.86,3.558,12.84,3.409
1796,57.29,3.557,12.68,2.437
1797,57.71,3.554,12.97,6.037999999999999
1798,58.15,3.552,13.18,1.17
1799,58.59,3.554,12.93,4.6610000000000005
1800,59.01,3.554,12.83,4.0889999999999995
1801,59.44,3.553,13.18,3.859
1802,59.89,3.549,13.2,3.446
1803,60.32,3.551,12.87,5.19
1804,60.75,3.554,12.88,5.726
1805,61.18,3.553,13.23,3.114
1806,61.63,3.553,13.19,3.9330000000000003
1807,62.06,3.552,12.84,0.28800000000000003
1808,62.49,3.554,13.2,5.192
1809,62.94,3.553,13.33,1.124
1810,63.38,3.551,13.14,3.057
1811,63.82,3.552,13.19,2.6830000000000003
1812,64.26,3.553,13.29,
1813,64.7,3.549,,
