t,x,y
307,0.44,3.036
308,0.71,3.085
309,0.95,3.121
310,1.18,3.163
311,1.4,3.198
312,1.66,3.205
313,1.92,3.219
314,2.14,3.254
315,2.34,3.275
316,2.6,3.289
317,2.84,3.296
318,3.08,3.345
319,3.3,3.345
320,3.53,3.374
321,3.76,3.402
322,3.96,3.416
323,4.21,3.43
324,4.44,3.451
325,4.68,3.479
326,4.89,3.486
327,5.12,3.507
328,5.35,3.521
329,5.59,3.543
330,5.8,3.57
331,6.04,3.578
332,6.27,3.592
333,6.49,3.601
334,6.73,3.636
335,6.97,3.623
336,7.2,3.654
337,7.46,3.658
338,7.66,3.676
339,7.9,3.676
340,8.13,3.676
341,8.36,3.689
342,8.59,3.707
343,8.82,3.702
344,9.06,3.716
345,9.28,3.716
346,9.52,3.707
347,9.74,3.711
348,9.98,3.72
349,10.2,3.725
350,10.44,3.707
351,10.67,3.716
352,10.9,3.711
353,11.14,3.69
354,11.39,3.704
355,11.61,3.711
356,11.84,3.711
357,12.08,3.697
358,12.31,3.711
359,12.53,3.705
360,12.77,3.705
361,13.01,3.705
362,13.24,3.696
363,13.46,3.691
364,13.65,3.688
365,13.9,3.686
366,14.12,3.681
367,14.36,3.671
368,14.58,3.674
369,14.82,3.663
370,15.06,3.656
371,15.29,3.651
372,15.52,3.643
373,15.76,3.641
374,15.99,3.624
375,16.23,3.618
376,16.46,3.614
377,16.7,3.607
378,16.93,3.592
379,17.17,3.585
380,17.4,3.579
381,17.64,3.57
382,17.87,3.556
383,18.11,3.545
384,18.34,3.538
385,18.58,3.523
386,18.82,3.511
387,19.05,3.498
388,19.29,3.481
389,19.53,3.476
390,19.77,3.467
391,20.0,3.46
392,20.24,3.443
393,20.48,3.437
394,20.71,3.432
395,20.95,3.417
396,21.19,3.405
397,21.42,3.401
398,21.66,3.378
399,21.9,3.37
400,22.14,3.363
401,22.37,3.357
402,22.61,3.346
403,22.85,3.335
404,23.08,3.331
405,23.32,3.323
406,23.56,3.303
407,23.8,3.3
408,24.03,3.296
409,24.26,3.291
410,24.49,3.279
411,24.73,3.265
412,24.97,3.263
413,25.2,3.261
414,25.44,3.239
415,25.68,3.211
416,25.9,3.195
417,26.13,3.191
418,26.36,3.194
419,26.6,3.189
420,26.83,3.191
421,27.06,3.193
422,27.31,3.193
423,27.53,3.194
424,27.77,3.194
425,28.0,3.196
426,28.23,3.196
427,28.48,3.195
428,28.7,3.197
429,28.94,3.198
430,29.18,3.197
431,29.41,3.208
432,29.64,3.213
433,29.87,3.224
434,30.11,3.227
435,30.35,3.231
436,30.58,3.238
437,30.81,3.244
438,31.04,3.255
439,31.28,3.263
440,31.51,3.269
441,31.74,3.275
442,31.98,3.283
443,32.2,3.294
444,32.44,3.3
445,32.67,3.305
446,32.9,3.312
447,33.13,3.326
448,33.37,3.335
449,33.6,3.339
450,33.83,3.345
451,34.06,3.355
452,34.29,3.369
453,34.53,3.374
454,34.76,3.381
455,35.0,3.389
456,35.23,3.397
457,35.47,3.407
458,35.7,3.408
459,35.94,3.413
460,36.18,3.421
461,36.41,3.43
462,36.64,3.442
463,36.87,3.446
464,37.11,3.45
465,37.34,3.455
466,37.58,3.457
467,37.82,3.459
468,38.05,3.456
469,38.29,3.467
470,38.53,3.472
471,38.77,3.476
472,39.0,3.478
473,39.24,3.478
474,39.48,3.478
475,39.71,3.48
476,39.95,3.48
477,40.2,3.481
478,40.43,3.48
479,40.66,3.48
480,40.91,3.486
481,41.15,3.483
482,41.39,3.481
483,41.63,3.479
484,41.87,3.48
485,42.11,3.479
486,42.36,3.476
487,42.6,3.476
488,42.83,3.477
489,43.07,3.477
490,43.32,3.474
491,43.56,3.476
492,43.81,3.476
493,44.04,3.47
494,44.27,3.475
495,44.51,3.474
496,44.75,3.474
497,44.98,3.476
498,45.23,3.475
499,45.47,3.475
500,45.7,3.475
501,45.94,3.473
502,46.18,3.47
503,46.43,3.472
504,46.66,3.472
505,46.9,3.475
506,47.14,3.475
507,47.37,3.475
508,47.6,3.47
509,47.85,3.471
510,48.09,3.473
511,48.32,3.474
512,48.56,3.469
513,48.8,3.472
514,49.04,3.474
515,49.28,3.467
516,49.52,3.471
517,49.76,3.461
518,50.0,3.464
519,50.24,3.469
520,50.47,3.466
521,50.71,3.469
522,50.94,3.456
523,51.18,3.449
524,51.42,3.444
525,51.66,3.442
526,51.89,3.439
527,52.14,3.433
528,52.38,3.44
529,52.62,3.436
530,52.85,3.432
531,53.09,3.424
532,53.33,3.415
533,53.57,3.408
534,53.81,3.408
535,54.05,3.404
536,54.29,3.396
537,54.52,3.4
538,54.76,3.393
539,55.01,3.379
540,55.24,3.375
541,55.49,3.371
542,55.73,3.368
543,55.96,3.369
544,56.2,3.358
545,56.45,3.346
546,56.69,3.344
547,56.93,3.34
548,57.17,3.334
549,57.41,3.328
550,57.65,3.335
551,57.89,3.329
552,58.14,3.317
553,58.37,3.31
554,58.61,3.299
555,58.85,3.29
556,59.1,3.279
557,59.32,3.274
558,59.56,3.266
559,59.8,3.265
560,60.04,3.261
561,60.29,3.243
562,60.53,3.233
563,60.77,3.229
564,61.02,3.221
565,61.26,3.212
566,61.51,3.198
567,61.74,3.194
568,61.98,3.192
569,62.22,3.17
570,62.46,3.167
571,62.69,3.157
572,62.94,3.137
573,63.18,3.134
574,63.42,3.125
575,63.65,3.116
576,63.89,3.113
577,64.13,3.096
578,64.37,3.084
579,64.61,3.087
580,64.85,3.078
581,65.09,3.062
