t,x,y
2021,-0.44,3.629
2022,-0.27,3.672
2023,-0.09,3.728
2024,0.07,3.772
2025,0.24,3.827
2026,0.42,3.881
2027,0.6,3.914
2028,0.78,3.951
2029,0.96,3.989
2030,1.14,4.025
2031,1.32,4.063
2032,1.51,4.097
2033,1.69,4.134
2034,1.87,4.169
2035,2.06,4.199
2036,2.24,4.231
2037,2.42,4.251
2038,2.61,4.275
2039,2.81,4.312
2040,3.0,4.353
2041,3.19,4.38
2042,3.39,4.39
2043,3.59,4.411
2044,3.79,4.427
2045,3.99,4.429
2046,4.2,4.445
2047,4.4,4.462
2048,4.61,4.486
2049,4.81,4.498
2050,5.01,4.523
2051,5.22,4.548
2052,5.42,4.567
2053,5.62,4.589
2054,5.84,4.605
2055,6.05,4.619
2056,6.26,4.635
2057,6.48,4.642
2058,6.7,4.664
2059,6.92,4.672
2060,7.13,4.68
2061,7.35,4.703
2062,7.57,4.708
2063,7.79,4.712
2064,8.0,4.728
2065,8.22,4.742
2066,8.44,4.745
2067,8.66,4.755
2068,8.88,4.769
2069,9.11,4.774
2070,9.34,4.779
2071,9.56,4.783
2072,9.78,4.786
2073,10.01,4.794
2074,10.24,4.787
2075,10.46,4.796
2076,10.7,4.807
2077,10.93,4.811
2078,11.15,4.812
2079,11.39,4.811
2080,11.61,4.814
2081,11.85,4.813
2082,12.08,4.813
2083,12.33,4.812
2084,12.55,4.812
2085,12.8,4.812
2086,13.03,4.812
2087,13.27,4.811
2088,13.51,4.81
2089,13.75,4.808
2090,13.99,4.81
2091,14.23,4.808
2092,14.47,4.807
2093,14.71,4.802
2094,14.96,4.804
2095,15.21,4.798
2096,15.45,4.799
2097,15.69,4.801
2098,15.94,4.805
2099,16.19,4.794
2100,16.44,4.796
2101,16.69,4.797
2102,16.95,4.782
2103,17.2,4.777
2104,17.45,4.774
2105,17.71,4.771
2106,17.96,4.77
2107,18.21,4.769
2108,18.47,4.767
2109,18.72,4.765
2110,18.98,4.761
2111,19.24,4.76
2112,19.49,4.759
2113,19.76,4.762
2114,20.02,4.763
2115,20.27,4.765
2116,20.54,4.766
2117,20.8,4.765
2118,21.06,4.766
2119,21.32,4.767
2120,21.58,4.766
2121,21.85,4.765
2122,22.11,4.767
2123,22.37,4.766
2124,22.64,4.765
2125,22.9,4.767
2126,23.16,4.768
2127,23.44,4.767
2128,23.7,4.768
2129,23.96,4.769
2130,24.23,4.769
2131,24.5,4.769
2132,24.77,4.768
2133,25.03,4.768
2134,25.3,4.772
2135,25.57,4.769
2136,25.83,4.771
2137,26.1,4.769
2138,26.37,4.772
2139,26.65,4.77
2140,26.91,4.77
2141,27.19,4.769
2142,27.46,4.771
2143,27.73,4.774
2144,28.0,4.774
2145,28.28,4.771
2146,28.55,4.772
2147,28.82,4.773
2148,29.1,4.775
2149,29.37,4.778
2150,29.65,4.772
2151,29.92,4.777
2152,30.19,4.774
2153,30.47,4.774
2154,30.74,4.774
2155,31.02,4.769
2156,31.3,4.77
2157,31.57,4.771
2158,31.85,4.767
2159,32.13,4.768
2160,32.4,4.775
2161,32.68,4.768
2162,32.97,4.766
2163,33.25,4.768
2164,33.53,4.77
2165,33.81,4.768
2166,34.09,4.764
2167,34.38,4.765
2168,34.66,4.764
2169,34.95,4.763
2170,35.23,4.763
2171,35.52,4.761
2172,35.82,4.761
2173,36.1,4.761
2174,36.39,4.76
2175,36.69,4.759
2176,36.97,4.759
2177,37.26,4.76
2178,37.55,4.759
2179,37.84,4.758
2180,38.13,4.757
2181,38.42,4.757
2182,38.72,4.753
2183,39.0,4.754
2184,39.29,4.752
2185,39.59,4.747
2186,39.9,4.744
2187,40.19,4.737
2188,40.48,4.727
2189,40.79,4.723
2190,41.09,4.72
2191,41.38,4.717
2192,41.68,4.714
2193,41.99,4.702
2194,42.28,4.693
2195,42.58,4.69
2196,42.89,4.683
2197,43.19,4.679
2198,43.5,4.669
2199,43.8,4.676
2200,44.11,4.658
2201,44.41,4.65
2202,44.71,4.646
2203,45.02,4.64
2204,45.32,4.636
2205,45.62,4.633
2206,45.93,4.623
2207,46.24,4.612
2208,46.54,4.609
2209,46.85,4.606
2210,47.16,4.595
2211,47.47,4.592
2212,47.78,4.584
2213,48.09,4.574
2214,48.38,4.572
2215,48.7,4.566
2216,49.02,4.554
2217,49.32,4.54
2218,49.63,4.535
2219,49.93,4.529
2220,50.24,4.517
2221,50.56,4.503
2222,50.86,4.498
2223,51.17,4.493
2224,51.48,4.487
2225,51.8,4.479
2226,52.12,4.463
2227,52.43,4.457
2228,52.74,4.448
2229,53.05,4.448
2230,53.36,4.433
2231,53.68,4.425
2232,53.98,4.422
2233,54.3,4.41
2234,54.61,4.401
2235,54.94,4.389
2236,55.25,4.384
2237,55.56,4.377
2238,55.88,4.36
2239,56.19,4.352
2240,56.52,4.347
2241,56.82,4.338
2242,57.14,4.327
2243,57.47,4.313
2244,57.79,4.306
2245,58.1,4.293
2246,58.42,4.278
2247,58.73,4.274
2248,59.06,4.266
2249,59.38,4.244
2250,59.7,4.237
2251,60.01,4.214
2252,60.31,4.197
2253,60.64,4.192
2254,60.97,4.191
2255,61.3,4.174
2256,61.62,4.167
2257,61.94,4.159
2258,62.26,4.139
2259,62.57,4.129
2260,62.88,4.118
2261,63.21,4.097
2262,63.53,4.09
2263,63.85,4.089
2264,64.16,4.067
2265,64.48,4.054
2266,64.79,4.04
2267,65.1,4.026
2268,65.41,4.014
2269,65.72,3.998
2270,66.04,3.986
2271,66.35,3.974
2272,66.66,3.952
2273,66.86,3.945
