t,x,y
4070,0.07,4.874
4071,0.51,4.877
4072,0.96,4.877
4073,1.4,4.894
4074,1.84,4.906
4075,2.29,4.911
4076,2.72,4.912
4077,3.17,4.922
4078,3.61,4.932
4079,4.06,4.94
4080,4.5,4.946
4081,4.94,4.948
4082,5.4,4.949
4083,5.84,4.961
4084,6.28,4.966
4085,6.73,4.972
4086,7.18,4.98
4087,7.63,4.982
4088,8.08,4.986
4089,8.53,4.985
4090,8.98,4.991
4091,9.43,5.003
4092,9.88,5.009
4093,10.32,5.012
4094,10.78,5.013
4095,11.22,5.021
4096,11.67,5.019
4097,12.12,5.023
4098,12.58,5.027
4099,13.03,5.024
4100,13.48,5.034
4101,13.93,5.041
4102,14.39,5.043
4103,14.84,5.043
4104,15.29,5.046
4105,15.75,5.046
4106,16.2,5.046
4107,16.66,5.046
4108,17.12,5.048
4109,17.57,5.05
4110,18.04,5.047
4111,18.5,5.045
4112,18.97,5.046
4113,19.43,5.044
4114,19.89,5.045
4115,20.35,5.044
4116,20.82,5.044
4117,21.29,5.046
4118,21.75,5.045
4119,22.22,5.043
4120,22.69,5.04
4121,23.16,5.04
4122,23.62,5.041
4123,24.08,5.04
4124,24.56,5.04
4125,25.02,5.039
4126,25.49,5.04
4127,25.95,5.04
4128,26.41,5.039
4129,26.88,5.038
4130,27.34,5.033
4131,27.8,5.033
4132,28.26,5.035
4133,28.73,5.036
4134,29.19,5.037
4135,29.65,5.035
4136,30.12,5.034
4137,30.58,5.033
4138,31.03,5.035
4139,31.5,5.032
4140,31.96,5.026
4141,32.38,5.025
4142,32.73,5.033
4143,33.19,5.033
4144,33.65,5.032
4145,34.12,5.028
4146,34.59,5.029
4147,35.06,5.027
4148,35.53,5.029
4149,36.01,5.028
4150,36.47,5.023
4151,36.95,5.026
4152,37.42,5.027
4153,37.89,5.025
4154,38.36,5.025
4155,38.84,5.02
4156,39.31,5.021
4157,39.78,5.02
4158,40.27,5.02
4159,40.74,5.023
4160,41.23,5.024
4161,41.71,5.022
4162,42.21,4.992
4163,42.66,4.978
4164,43.0,4.96
4165,43.49,4.956
4166,43.99,4.955
4167,44.46,4.952
4168,44.95,4.954
4169,45.44,4.956
4170,45.93,4.955
4171,46.41,4.955
4172,46.9,4.957
4173,47.4,4.956
4174,47.88,4.957
4175,48.37,4.955
4176,48.85,4.954
4177,49.34,4.956
4178,49.83,4.957
4179,50.32,4.957
4180,50.82,4.955
4181,51.26,4.946
4182,51.6,4.952
4183,52.1,4.948
4184,52.59,4.949
4185,53.08,4.952
4186,53.56,4.958
4187,54.06,4.954
4188,54.55,4.95
4189,55.03,4.954
4190,55.51,4.957
4191,56.0,4.954
4192,56.48,4.963
4193,56.97,4.957
4194,57.47,4.952
4195,57.97,4.956
4196,58.45,4.953
4197,58.96,4.956
4198,59.42,4.985
4199,59.93,5.02
4200,60.44,4.984
4201,60.93,4.98
4202,61.43,4.983
4203,61.88,5.003
4204,62.42,5.019
4205,62.91,5.016
4206,63.4,5.013
4207,63.92,5.007
4208,64.42,5.011
4209,64.92,5.013
4210,65.41,5.013
4211,65.92,5.018
4212,66.41,5.02
4213,66.91,5.017
