t,x,y
4091,0.26,5.078
4092,0.72,5.077
4093,1.2,5.073
4094,1.65,5.072
4095,2.11,5.074
4096,2.57,5.069
4097,3.03,5.066
4098,3.51,5.069
4099,3.96,5.062
4100,4.43,5.066
4101,4.91,5.061
4102,5.38,5.058
4103,5.84,5.052
4104,6.32,5.056
4105,6.79,5.045
4106,7.25,5.041
4107,7.72,5.04
4108,8.2,5.039
4109,8.67,5.039
4110,9.14,5.038
4111,9.62,5.037
4112,10.08,5.037
4113,10.55,5.036
4114,11.02,5.036
4115,11.5,5.035
4116,11.97,5.035
4117,12.45,5.036
4118,12.92,5.039
4119,13.39,5.037
4120,13.87,5.036
4121,14.34,5.037
4122,14.82,5.039
4123,15.29,5.036
4124,15.77,5.041
4125,16.25,5.039
4126,16.73,5.039
4127,17.21,5.048
4128,17.69,5.042
4129,18.18,5.049
4130,18.67,5.046
4131,19.15,5.04
4132,19.64,5.051
4133,20.11,5.063
4134,20.6,5.07
4135,21.09,5.068
4136,21.58,5.07
4137,22.07,5.078
4138,22.56,5.087
4139,23.05,5.094
4140,23.54,5.095
4141,24.03,5.103
4142,24.52,5.107
4143,25.01,5.116
4144,25.49,5.123
4145,25.98,5.127
4146,26.46,5.133
4147,26.96,5.139
4148,27.44,5.146
4149,27.93,5.155
4150,28.41,5.163
4151,28.9,5.171
4152,29.39,5.178
4153,29.88,5.179
4154,30.36,5.19
4155,30.85,5.197
4156,31.33,5.203
4157,31.82,5.208
4158,32.31,5.213
4159,32.79,5.225
4160,33.28,5.237
4161,33.77,5.242
4162,34.26,5.247
4163,34.75,5.258
4164,35.24,5.271
4165,35.73,5.274
4166,36.23,5.277
4167,36.72,5.279
4168,37.21,5.289
4169,37.71,5.3
4170,38.21,5.308
4171,38.7,5.313
4172,39.2,5.323
4173,39.7,5.331
4174,40.21,5.341
4175,40.59,5.355
4176,41.09,5.355
4177,41.6,5.359
4178,42.11,5.363
4179,42.61,5.367
4180,43.12,5.363
4181,43.63,5.365
4182,44.14,5.374
4183,44.66,5.385
4184,45.17,5.387
4185,45.68,5.39
4186,46.19,5.395
4187,46.71,5.395
4188,47.22,5.396
4189,47.73,5.395
4190,48.24,5.393
4191,48.75,5.393
4192,49.26,5.393
4193,49.76,5.392
4194,50.28,5.391
4195,50.79,5.391
4196,51.3,5.395
4197,51.76,5.411
4198,52.1,5.439
4199,52.6,5.441
4200,53.12,5.44
4201,53.64,5.438
4202,54.15,5.438
4203,54.66,5.437
4204,55.17,5.437
4205,55.67,5.436
4206,56.17,5.436
4207,56.68,5.435
4208,57.18,5.435
4209,57.68,5.433
4210,58.19,5.434
4211,58.68,5.433
4212,59.18,5.432
4213,59.68,5.429
4214,60.18,5.425
4215,60.67,5.417
4216,61.16,5.42
4217,61.66,5.42
4218,62.15,5.423
4219,62.64,5.421
4220,63.13,5.418
4221,63.62,5.42
4222,64.11,5.416
4223,64.6,5.421
4224,65.09,5.409
4225,65.58,5.42
4226,66.07,5.411
4227,66.56,5.397
