t,x,y
2,-0.25,3.606
3,0.04,3.603
4,0.33,3.599
5,0.62,3.586
6,0.91,3.576
7,1.2,3.568
8,1.48,3.559
9,1.77,3.549
10,2.06,3.534
11,2.36,3.53
12,2.64,3.529
13,2.93,3.521
14,3.24,3.502
15,3.54,3.493
16,3.83,3.49
17,4.13,3.477
18,4.43,3.458
19,4.73,3.454
20,5.03,3.428
21,5.34,3.417
22,5.63,3.388
23,5.95,3.379
24,6.25,3.355
25,6.57,3.35
26,6.87,3.338
27,7.18,3.344
28,7.49,3.322
29,7.8,3.315
30,8.12,3.309
31,8.44,3.3
32,8.74,3.278
33,9.06,3.274
34,9.38,3.27
35,9.7,3.257
36,10.03,3.241
37,10.35,3.234
38,10.68,3.226
39,11.0,3.22
40,11.33,3.205
41,11.66,3.199
42,11.98,3.192
43,12.31,3.189
44,12.63,3.175
45,12.96,3.166
46,13.28,3.162
47,13.61,3.152
48,13.94,3.138
49,14.27,3.129
50,14.61,3.127
51,14.94,3.121
52,15.27,3.115
53,15.61,3.109
54,15.94,3.108
55,16.28,3.095
56,16.61,3.089
57,16.96,3.087
58,17.3,3.081
59,17.65,3.078
60,17.98,3.059
61,18.32,3.06
62,18.66,3.056
63,19.01,3.058
64,19.35,3.053
65,19.7,3.054
66,20.06,3.054
67,20.41,3.052
68,20.75,3.052
69,21.11,3.052
70,21.46,3.053
71,21.82,3.051
72,22.18,3.052
73,22.53,3.051
74,22.89,3.051
75,23.24,3.052
76,23.6,3.052
77,23.96,3.054
78,24.24,3.063
79,24.54,3.073
80,24.84,3.083
81,25.19,3.097
82,25.54,3.097
83,25.91,3.098
84,26.27,3.102
85,26.64,3.105
86,27.01,3.11
87,27.38,3.12
88,27.75,3.127
89,28.11,3.132
90,28.49,3.137
91,28.86,3.142
92,29.23,3.14
93,29.6,3.143
94,29.98,3.155
95,30.35,3.163
96,30.72,3.167
97,31.1,3.171
98,31.49,3.178
99,31.86,3.184
100,32.25,3.2
101,32.62,3.202
102,33.01,3.204
103,33.39,3.204
104,33.77,3.212
105,34.15,3.219
106,34.53,3.231
107,34.91,3.234
108,35.3,3.237
109,35.68,3.237
110,36.07,3.245
111,36.39,3.253
112,36.75,3.258
113,37.14,3.262
114,37.52,3.264
115,37.91,3.269
116,38.31,3.264
117,38.7,3.267
118,39.1,3.276
119,39.49,3.291
120,39.89,3.293
121,40.29,3.292
122,40.69,3.293
123,41.09,3.3
124,41.49,3.308
125,41.9,3.32
126,42.3,3.325
127,42.71,3.327
128,43.12,3.335
129,43.52,3.347
130,43.93,3.361
131,44.33,3.364
132,44.75,3.374
133,45.16,3.387
134,45.56,3.396
135,45.98,3.401
136,46.39,3.418
137,46.8,3.431
138,47.21,3.44
139,47.62,3.456
140,48.03,3.464
141,48.44,3.474
142,48.85,3.497
143,49.27,3.509
144,49.68,3.529
145,50.09,3.546
146,50.41,3.574
147,50.79,3.616
148,51.21,3.627
149,51.62,3.647
150,52.04,3.664
151,52.45,3.676
152,52.88,3.696
153,53.3,3.713
154,53.66,3.72
155,54.13,3.727
156,54.55,3.737
157,54.97,3.74
158,55.39,3.76
159,55.81,3.771
160,56.23,3.777
161,56.66,3.794
162,57.08,3.808
163,57.5,3.818
164,57.93,3.834
165,58.36,3.838
166,58.78,3.857
167,59.19,3.874
168,59.56,3.881
169,60.06,3.899
170,60.4,3.913
171,60.89,3.918
172,61.32,3.938
173,61.75,3.949
174,62.18,3.972
175,62.61,3.984
176,63.04,4.002
177,63.45,4.018
178,63.88,4.031
179,64.31,4.048
180,64.75,4.061
181,65.18,4.086
182,65.61,4.09
183,66.05,4.119
184,66.48,4.129
185,66.88,4.15
