t,x,y
2,2.19,4.322
3,2.48,4.326
4,2.76,4.328
5,3.03,4.321
6,3.31,4.311
7,3.6,4.311
8,3.87,4.31
9,4.17,4.313
10,4.44,4.311
11,4.73,4.313
12,5.01,4.321
13,5.3,4.322
14,5.58,4.321
15,5.87,4.321
16,6.16,4.327
17,6.45,4.322
18,6.74,4.321
19,7.03,4.325
20,7.32,4.322
21,7.61,4.327
22,7.91,4.321
23,8.2,4.334
24,8.51,4.326
25,8.8,4.325
26,9.09,4.331
27,9.4,4.341
28,9.7,4.344
29,9.99,4.351
30,10.3,4.357
31,10.6,4.358
32,10.9,4.358
33,11.21,4.37
34,11.51,4.381
35,11.81,4.389
36,12.12,4.388
37,12.43,4.393
38,12.73,4.393
39,13.04,4.405
40,13.35,4.404
41,13.66,4.402
42,13.96,4.403
43,14.27,4.414
44,14.58,4.411
45,14.89,4.421
46,15.19,4.422
47,15.51,4.424
48,15.82,4.432
49,16.13,4.43
50,16.44,4.429
51,16.76,4.431
52,17.09,4.442
53,17.4,4.452
54,17.71,4.456
55,18.03,4.459
56,18.35,4.462
57,18.67,4.472
58,19.0,4.48
59,19.32,4.544
60,19.65,4.544
61,19.97,4.546
62,20.29,4.55
63,20.62,4.554
64,20.95,4.555
65,21.27,4.571
66,21.6,4.574
67,21.92,4.579
68,22.25,4.579
69,22.58,4.587
70,22.9,4.586
71,23.23,4.589
72,23.57,4.602
73,23.9,4.61
74,24.23,4.612
75,24.56,4.613
76,24.89,4.615
77,25.22,4.618
78,25.55,4.62
79,25.88,4.633
80,26.22,4.645
81,26.54,4.648
82,26.87,4.649
83,27.21,4.656
84,27.55,4.66
85,27.88,4.661
86,28.21,4.668
87,28.55,4.682
88,28.89,4.684
89,29.22,4.688
90,29.56,4.694
91,29.9,4.695
92,30.23,4.693
93,30.57,4.693
94,30.91,4.702
95,31.25,4.709
96,31.59,4.716
97,31.93,4.722
98,32.28,4.726
99,32.61,4.726
100,32.96,4.735
101,33.29,4.747
102,33.65,4.75
103,34.0,4.75
104,34.34,4.754
105,34.69,4.76
106,35.04,4.761
107,35.38,4.76
108,35.73,4.766
109,36.09,4.762
110,36.43,4.772
111,36.79,4.782
112,37.15,4.786
113,37.5,4.789
114,37.85,4.795
115,38.2,4.803
116,38.56,4.8
117,38.91,4.801
118,39.27,4.811
119,39.63,4.82
120,39.99,4.822
121,40.35,4.823
122,40.71,4.823
123,41.07,4.832
124,41.44,4.843
125,41.8,4.854
126,42.16,4.857
127,42.52,4.857
128,42.88,4.866
129,43.16,4.901
130,43.52,4.904
131,43.89,4.904
132,44.25,4.911
133,44.61,4.922
134,44.97,4.933
135,45.33,4.936
136,45.7,4.941
137,46.06,4.946
138,46.42,4.96
139,46.68,4.987
140,47.04,4.988
141,47.4,4.995
142,47.76,5.006
143,48.12,5.02
144,48.49,5.023
145,48.85,5.028
146,49.21,5.032
147,49.57,5.047
148,49.93,5.057
149,50.29,5.058
150,50.65,5.062
151,51.01,5.064
152,51.38,5.079
153,51.74,5.089
154,52.1,5.089
155,52.46,5.095
156,52.83,5.105
157,53.2,5.098
158,53.56,5.105
159,53.92,5.116
160,54.29,5.123
161,54.66,5.127
162,55.02,5.131
163,55.39,5.138
164,55.76,5.131
165,56.13,5.134
166,56.49,5.147
167,56.86,5.158
168,57.05,5.176
169,57.41,5.18
170,57.77,5.185
171,58.08,5.209
172,58.44,5.209
173,58.8,5.222
174,59.16,5.24
175,59.53,5.27
176,59.9,5.27
177,60.27,5.271
178,60.64,5.263
179,61.02,5.261
180,61.38,5.262
181,61.76,5.28
182,62.14,5.29
183,62.51,5.296
184,62.88,5.293
185,63.25,5.293
186,63.61,5.288
187,64.01,5.293
188,64.38,5.293
189,64.75,5.301
190,65.13,5.313
191,65.52,5.311
192,65.9,5.323
193,66.27,5.326
194,66.65,5.328
