t,x,y
2,5.165,2.935
3,5.525,2.937
4,5.882999999999999,2.94
5,6.242000000000001,2.946
6,6.61,2.963
7,6.97,2.969
8,7.33,2.971
9,7.691,2.9730000000000003
10,8.055,2.9760000000000004
11,8.415,2.9810000000000003
12,8.802,3.0010000000000003
13,9.168,3.005
14,9.537,3.005
15,9.914,3.011
16,10.29,3.03
17,10.68,3.0380000000000003
18,11.05,3.04
19,11.43,3.052
20,11.81,3.051
21,12.2,3.069
22,12.59,3.072
23,12.97,3.076
24,13.36,3.0789999999999997
25,13.74,3.0860000000000003
26,14.14,3.1039999999999996
27,14.53,3.111
28,14.92,3.109
29,15.31,3.116
30,15.7,3.122
31,16.11,3.1319999999999997
32,16.5,3.1439999999999997
33,16.9,3.148
34,17.32,3.168
35,17.72,3.177
36,18.12,3.179
37,18.53,3.181
38,18.93,3.1860000000000004
39,19.35,3.21
40,19.76,3.214
41,20.17,3.219
42,20.57,3.227
43,21.01,3.2439999999999998
44,21.43,3.2489999999999997
45,21.84,3.253
46,22.25,3.266
47,22.7,3.278
48,23.11,3.284
49,23.53,3.2889999999999997
50,23.96,3.305
51,24.39,3.319
52,24.8,3.322
53,25.22,3.3339999999999996
54,25.66,3.3480000000000003
55,26.09,3.3560000000000003
56,26.5,3.359
57,26.94,3.385
58,27.36,3.39
59,27.79,3.392
60,28.21,3.3989999999999996
61,28.66,3.415
62,29.08,3.424
63,29.51,3.429
64,29.94,3.437
65,30.38,3.4560000000000004
66,30.81,3.4610000000000003
67,31.24,3.467
68,31.68,3.484
69,32.12,3.495
70,32.55,3.498
71,32.98,3.502
72,33.41,3.512
73,33.86,3.522
74,34.3,3.529
75,34.73,3.532
76,35.16,3.536
77,35.62,3.5610000000000004
78,36.05,3.565
79,36.49,3.568
80,36.93,3.572
81,37.39,3.595
82,37.82,3.6010000000000004
83,38.26,3.603
84,38.72,3.622
85,39.17,3.636
86,39.62,3.6430000000000002
87,40.08,3.665
88,40.53,3.6719999999999997
89,40.98,3.6889999999999996
90,41.43,3.708
91,41.88,3.7230000000000003
92,42.34,3.734
93,42.79,3.745
94,43.26,3.764
95,43.71,3.7760000000000002
96,44.16,3.784
97,44.62,3.806
98,45.08,3.8169999999999997
99,45.53,3.83
100,45.99,3.85
101,46.45,3.8680000000000003
102,46.91,3.886
103,47.37,3.909
104,47.82,3.923
105,48.27,3.95
106,48.73,3.967
107,49.19,3.984
108,49.64,4.001
109,50.1,4.021
110,50.55,4.034
111,50.99,4.06
112,51.46,4.0760000000000005
113,51.91,4.096
114,52.36,4.112
115,52.82,4.133
116,53.28,4.1530000000000005
117,53.73,4.168
118,54.18,4.197
119,54.62,4.218
120,55.08,4.236000000000001
121,55.52,4.244
122,55.97,4.268
123,56.41,4.2780000000000005
124,56.87,4.308
125,57.3,4.3180000000000005
126,57.75,4.3389999999999995
127,58.2,4.346
128,58.65,4.371
129,59.09,4.383
130,59.54,4.413
131,59.97,4.419
132,60.42,4.4830000000000005
133,60.89,4.466
134,61.34,4.485
135,61.79,4.453
136,62.24,4.459
137,62.69,4.457
138,63.15,4.475
139,63.61,4.481
140,64.07,4.48
141,64.52,4.485
142,64.97,4.489
143,65.43,4.488
144,65.89,4.487
145,66.35,4.485
146,66.81,4.485
